#name	value
ENSRNOT00000034719	Tac1
ENSRNOT00000052333	Tac1
ENSRNOT00000010079	Asns
ENSRNOT00000010375	C1galt1
ENSRNOT00000045270	RGD1564680
ENSRNOT00000010952	Mios
ENSRNOT00000011123	Rpa3
ENSRNOT00000011138	Glcci1
ENSRNOT00000011651	Ica1
ENSRNOT00000011833	Nxph1
ENSRNOT00000051149	Rps4x
ENSRNOT00000007567	Ndufa4
ENSRNOT00000047029	Phf14
ENSRNOT00000065649	Phf14
ENSRNOT00000052063	Thsd7a
ENSRNOT00000070509	5S_rR1
ENSRNOT00000008677	Tmem106b
ENSRNOT00000029602	Vwde
ENSRNOT00000028952	Tas2r7l
ENSRNOT00000009450	Tmem168
ENSRNOT00000009752	B630005N14Rik
ENSRNOT00000065919	Ppp1r3a
ENSRNOT00000007759	Foxp2
ENSRNOT00000034028	Foxp2
ENSRNOT00000041672	Rbmxrtl
ENSRNOT00000042273	Mdfic
ENSRNOT00000010981	Cftr
ENSRNOT00000011135	Cttnbp2
ENSRNOT00000011456	Naa38
ENSRNOT00000032633	Ankrd7
ENSRNOT00000039005	Gpr85
ENSRNOT00000008156	Tfec
ENSRNOT00000049102	Tes
ENSRNOT00000008722	Cav2
ENSRNOT00000009253	Cav1
ENSRNOT00000009662	Met
ENSRNOT00000039017	Capza2
ENSRNOT00000010219	ST7
ENSRNOT00000060641	ST7
ENSRNOT00000042575	ST7
ENSRNOT00000010427	Wnt2
ENSRNOT00000010916	Asz1
ENSRNOT00000051611	Kcnd2
ENSRNOT00000007020	Tspan12
ENSRNOT00000007476	Ing3
ENSRNOT00000038566	CPED1
ENSRNOT00000007822	Wnt16
ENSRNOT00000007886	Fam3c
ENSRNOT00000008719	Ptprz1
ENSRNOT00000060530	Aass
ENSRNOT00000010019	Fezf1
ENSRNOT00000074651	Cadps2
ENSRNOT00000065088	Cadps2
ENSRNOT00000068404	Cadps2
ENSRNOT00000064206	Cadps2
ENSRNOT00000010537	Cadps2
ENSRNOT00000067030	Cadps2
ENSRNOT00000072896	Cadps2
ENSRNOT00000063721	5S_rR1
ENSRNOT00000064228	Rnf148
ENSRNOT00000034936	Tas2r118
ENSRNOT00000010788	Slc13a1
ENSRNOT00000064983	Iqub
ENSRNOT00000073466	Lmod2
ENSRNOT00000008325	Ndufa5
ENSRNOT00000060494	Asb15
ENSRNOT00000008917	Asb15
ENSRNOT00000072470	LMOD2
ENSRNOT00000009261	Wasl
ENSRNOT00000003593	Gpr37
ENSRNOT00000060459	Pot1
ENSRNOT00000009435	Hyal6
ENSRNOT00000009458	Hyal4
ENSRNOT00000009537	Spam1
ENSRNOT00000060478	Hyal5
ENSRNOT00000060476	Tmem229a
ENSRNOT00000056996	Grm8
ENSRNOT00000054571	Mir592
ENSRNOT00000010223	Zfp800
ENSRNOT00000010246	Gcc1
ENSRNOT00000010429	Arf5
ENSRNOT00000063987	Fscn3
ENSRNOT00000010658	Pax4
ENSRNOT00000052386	Pax4
ENSRNOT00000047698	Snd1
ENSRNOT00000048252	Snd1
ENSRNOT00000010673	Lrrc4
ENSRNOT00000053721	Mir129-1
ENSRNOT00000071926	Lep
ENSRNOT00000064007	Rbm28
ENSRNOT00000060362	Prrt4
ENSRNOT00000027173	Impdh1
ENSRNOT00000060353	Fam71f2
ENSRNOT00000041207	Fam71f1
ENSRNOT00000008972	Calu
ENSRNOT00000008356	Calu
ENSRNOT00000009278	Opn1sw
ENSRNOT00000060309	Ccdc136
ENSRNOT00000071128	Ccdc136
ENSRNOT00000027237	Flnc
ENSRNOT00000009737	Atp6v1f
ENSRNOT00000065747	Gm9047
ENSRNOT00000050795	Kcp
ENSRNOT00000050644	Kcp
ENSRNOT00000010001	Irf5
ENSRNOT00000043902	Tnpo3
ENSRNOT00000010989	Tspan33
ENSRNOT00000011356	Smo
ENSRNOT00000025165	Ahcyl2
ENSRNOT00000066068	Strip2
ENSRNOT00000036735	Strip2
ENSRNOT00000011851	Nrf1
ENSRNOT00000053747	Mir96
ENSRNOT00000053574	Mir183
ENSRNOT00000074649	Ube2h
ENSRNOT00000013604	Zc3hc1
ENSRNOT00000034429	Klhdc10
ENSRNOT00000032772	Tmem209
ENSRNOT00000030462	Ssmem1
ENSRNOT00000029608	Cpa2
ENSRNOT00000013880	Cpa4
ENSRNOT00000013948	Cpa5
ENSRNOT00000014465	Cpa1
ENSRNOT00000014621	Cep41
ENSRNOT00000060115	Cep41
ENSRNOT00000072698	Mest
ENSRNOT00000033706	Copg2
ENSRNOT00000015134	Tsga13
ENSRNOT00000048436	Klf14
ENSRNOT00000053581	Mir3556a
ENSRNOT00000053586	Mir29b1
ENSRNOT00000016633	Mkln1
ENSRNOT00000016991	Podxl
ENSRNOT00000049811	RGD1561636
ENSRNOT00000034929	1700012A03Rik
ENSRNOT00000017536	Plxna4a
ENSRNOT00000018001	Chchd3
ENSRNOT00000071249	Exoc4
ENSRNOT00000075621	Exoc4
ENSRNOT00000011692	Lrguk
ENSRNOT00000012179	Slc35b4
ENSRNOT00000012879	Akr1b1
ENSRNOT00000013073	Akr1b8
ENSRNOT00000074951	AKR1B10
ENSRNOT00000013423	Akr1b7
ENSRNOT00000013569	Bpgm
ENSRNOT00000013133	Akr1b10
ENSRNOT00000041264	Cald1
ENSRNOT00000030090	Agbl3
ENSRNOT00000032077	Agbl3
ENSRNOT00000070879	Agbl3
ENSRNOT00000029845	TMEM140
ENSRNOT00000029818	MRI
ENSRNOT00000014010	Wdr91
ENSRNOT00000014093	Stra8
ENSRNOT00000038950	RGD1565367
ENSRNOT00000040969	Cnot4
ENSRNOT00000014832	Nup205
ENSRNOT00000059892	Slc13a4
ENSRNOT00000015752	Fam180a
ENSRNOT00000015808	Mtpn
ENSRNOT00000054395	Mir490
ENSRNOT00000075341	CHRM2
ENSRNOT00000015863	Chrm2
ENSRNOT00000016088	Ptn
ENSRNOT00000033268	Dgki
ENSRNOT00000017338	Creb3l2
ENSRNOT00000017675	Akr1d1
ENSRNOT00000047954	Trim24
ENSRNOT00000017909	Svopl
ENSRNOT00000064201	Atp6v0a4
ENSRNOT00000018331	Tmem213
ENSRNOT00000040391	RGD1306271
ENSRNOT00000018636	RGD1306271
ENSRNOT00000018645	Zc3hav1l
ENSRNOT00000018782	Zc3hav1
ENSRNOT00000031193	Ttc26
ENSRNOT00000064175	Ubn2
ENSRNOT00000007544	Fmc1
ENSRNOT00000008557	Luc7l2
ENSRNOT00000009194	Klrg2
ENSRNOT00000067097	CLEC2L
ENSRNOT00000064891	Hipk2
ENSRNOT00000010796	Tbxas1
ENSRNOT00000011481	Parp12
ENSRNOT00000074756	Jhdm1d
ENSRNOT00000052393	Chmp4bl1
ENSRNOT00000011915	Slc37a3
ENSRNOT00000011929	Slc37a3
ENSRNOT00000012280	Rab19
ENSRNOT00000013124	Mkrn1
ENSRNOT00000034549	Dennd2a
ENSRNOT00000013277	Adck2
ENSRNOT00000030892	Ndufb2
ENSRNOT00000014604	Braf
ENSRNOT00000039067	Mrps33
ENSRNOT00000075330	Tmem178b
ENSRNOT00000073638	Tmem178b
ENSRNOT00000016251	Prss37
ENSRNOT00000015744	Agk
ENSRNOT00000015921	RGD1563986
ENSRNOT00000036398	Wee2
ENSRNOT00000016217	Ssbp1
ENSRNOT00000046917	Tas2r137
ENSRNOT00000016232	Tas2r108
ENSRNOT00000059651	Olr799
ENSRNOT00000033265	Clec5a
ENSRNOT00000031345	Tas2r138
ENSRNOT00000016912	Mgam
ENSRNOT00000017495	Moxd2
ENSRNOT00000017611	Prss58
ENSRNOT00000048779	Tryx5
ENSRNOT00000017673	Gm4744
ENSRNOT00000017852	TRY4
ENSRNOT00000018042	Prss3
ENSRNOT00000041100	Try4
ENSRNOT00000066789	Prss2
ENSRNOT00000048049	Try10
ENSRNOT00000018852	Prss2
ENSRNOT00000040403	Prss1
ENSRNOT00000059589	TCRB
ENSRNOT00000051964	TCRB
ENSRNOT00000048153	TCRB
ENSRNOT00000017514	TCRB
ENSRNOT00000064892	Trbc2
ENSRNOT00000019720	Ephb6
ENSRNOT00000020616	Trpv6
ENSRNOT00000020975	Trpv5
ENSRNOT00000051687	Trpv5
ENSRNOT00000031984	1700034O15Rik
ENSRNOT00000021485	Kel
ENSRNOT00000074623	RGD1562066
ENSRNOT00000021576	Pip
ENSRNOT00000021986	Sval2
ENSRNOT00000021832	Sval1
ENSRNOT00000037220	Tas2r139
ENSRNOT00000037194	Tas2r144
ENSRNOT00000022275	Gstk1
ENSRNOT00000033775	Tmem139
ENSRNOT00000022672	Casp2
ENSRNOT00000022543	Casp2
ENSRNOT00000051265	Clcn1
ENSRNOT00000059447	Fam131b
ENSRNOT00000023537	Zyx
ENSRNOT00000024037	Epha1
ENSRNOT00000031921	Tas2r135
ENSRNOT00000024048	Tas2r126
ENSRNOT00000044454	Olr801
ENSRNOT00000045027	Olr802
ENSRNOT00000046121	Olr803
ENSRNOT00000024076	Olr804
ENSRNOT00000059395	Fam115e
ENSRNOT00000071511	Fam115c
ENSRNOT00000065428	Fam115a
ENSRNOT00000024428	Fam115a
ENSRNOT00000024438	Olr806
ENSRNOT00000048423	Olr807
ENSRNOT00000048987	Olr808
ENSRNOT00000038359	Olr809
ENSRNOT00000007150	Olr810
ENSRNOT00000007157	Olr811
ENSRNOT00000007163	Olr812
ENSRNOT00000007168	Olr813
ENSRNOT00000007200	Olr816
ENSRNOT00000007229	Olr818
ENSRNOT00000007235	Olr819
ENSRNOT00000047359	Olr820
ENSRNOT00000044838	Olr821
ENSRNOT00000044780	Arhgef5
ENSRNOT00000029651	Nobox
ENSRNOT00000048203	Tpk1
ENSRNOT00000007620	Cul1
ENSRNOT00000008149	Ezh2
ENSRNOT00000008728	Pdia4
ENSRNOT00000038550	Zfp786
ENSRNOT00000008743	Zfp398
ENSRNOT00000037248	Zfp282
ENSRNOT00000009054	ZFP212
ENSRNOT00000059263	Zfp956
ENSRNOT00000038517	Zfp777
ENSRNOT00000009247	Zfp746
ENSRNOT00000010111	Krba1
ENSRNOT00000043856	Krba1
ENSRNOT00000010377	Zfp467
ENSRNOT00000035906	Sspo
ENSRNOT00000048576	Zfp862
ENSRNOT00000010853	Atp6v0e2
ENSRNOT00000010864	Lrrc61
ENSRNOT00000033918	Rarres2
ENSRNOT00000011032	Repin1
ENSRNOT00000011041	Zfp775
ENSRNOT00000059173	Gimap8
ENSRNOT00000032802	Gimap9
ENSRNOT00000032742	Gimap4
ENSRNOT00000049038	Gimap6
ENSRNOT00000059167	Gimap7
ENSRNOT00000059157	Gimap1
ENSRNOT00000059156	GIMAP5
ENSRNOT00000011327	Tmem176b
ENSRNOT00000049891	Tmem176a
ENSRNOT00000059136	Aoc1
ENSRNOT00000032300	Doxl1
ENSRNOT00000043790	Doxl2
ENSRNOT00000011588	Svs1
ENSRNOT00000011945	Gpnmb
ENSRNOT00000011970	Malsu1
ENSRNOT00000050994	IGF2BP3
ENSRNOT00000012325	Tra2a
ENSRNOT00000012490	Ccdc126
ENSRNOT00000067125	Fam221a
ENSRNOT00000012677	Fam221a
ENSRNOT00000012694	RGD1563352
ENSRNOT00000012822	Stk31
ENSRNOT00000064226	RGD1564712
ENSRNOT00000013145	Npy
ENSRNOT00000029332	Mpp6
ENSRNOT00000013264	Dfna5
ENSRNOT00000013828	Osbpl3
ENSRNOT00000039655	Osbpl3
ENSRNOT00000041621	RGD1565415
ENSRNOT00000014058	Cycs
ENSRNOT00000014331	4921507P07Rik
ENSRNOT00000014437	Npvf
ENSRNOT00000014826	Nfe2l3
ENSRNOT00000014460	Nfe2l3
ENSRNOT00000072743	Hnrnpa2b1
ENSRNOT00000015325	Hnrnpa2b1
ENSRNOT00000015152	Hnrnpa2b1
ENSRNOT00000015828	Cbx3
ENSRNOT00000016265	Snx10
ENSRNOT00000016608	Skap2
ENSRNOT00000007807	Hoxa1
ENSRNOT00000008023	Hoxa2
ENSRNOT00000008447	Hoxa3
ENSRNOT00000074452	Hoxa6
ENSRNOT00000071729	Hoxa9
ENSRNOT00000072302	Hoxa9
ENSRNOT00000071717	Mir196b
ENSRNOT00000010256	Hoxa11
ENSRNOT00000066360	RGD1564419
ENSRNOT00000075254	RGD1564419
ENSRNOT00000010441	Hoxa13
ENSRNOT00000008523	Hoxa5
ENSRNOT00000008542	HOXA6
ENSRNOT00000075005	Hoxa7
ENSRNOT00000071668	Hoxa9
ENSRNOT00000071351	Mir196b
ENSRNOT00000071568	Hoxa11
ENSRNOT00000072934	Evx1
ENSRNOT00000011069	Hibadh
ENSRNOT00000041988	Tax1bp1
ENSRNOT00000011371	Tax1bp1
ENSRNOT00000039580	Jazf1
ENSRNOT00000031365	Creb5
ENSRNOT00000036951	Tril
ENSRNOT00000012196	Cpvl
ENSRNOT00000012655	Chn2
ENSRNOT00000012668	Prr15
ENSRNOT00000012747	Wipf3
ENSRNOT00000012755	Wipf3
ENSRNOT00000074054	Wipf3
ENSRNOT00000013088	Scrn1
ENSRNOT00000013205	Fkbp14
ENSRNOT00000013528	Plekha8
ENSRNOT00000013620	MGC95152
ENSRNOT00000072271	Znrf2
ENSRNOT00000014324	Nod1
ENSRNOT00000043752	Ggct
ENSRNOT00000014780	Gars
ENSRNOT00000014925	Crhr2
ENSRNOT00000033672	Crhr2
ENSRNOT00000015316	Inmt
ENSRNOT00000015469	Fam188b
ENSRNOT00000074425	Fam188b
ENSRNOT00000065400	Fam188b
ENSRNOT00000064923	Fam188b
ENSRNOT00000015692	Aqp1
ENSRNOT00000016087	Ghrhr
ENSRNOT00000044578	Ghrhr
ENSRNOT00000016175	Adcyap1r1
ENSRNOT00000035722	Adcyap1r1
ENSRNOT00000046192	Adcyap1r1
ENSRNOT00000043851	Adcyap1r1
ENSRNOT00000016182	Neurod6
ENSRNOT00000045930	Ccdc129
ENSRNOT00000016414	Ppp1r17
ENSRNOT00000017531	Pde1c
ENSRNOT00000047591	RGD1564273
ENSRNOT00000065625	Lsm5
ENSRNOT00000018425	Avl9
ENSRNOT00000018442	Kbtbd2
ENSRNOT00000007821	Fkbp9
ENSRNOT00000058703	Nt5c3a
ENSRNOT00000058702	Vom1r71
ENSRNOT00000040442	Vom1r71
ENSRNOT00000073632	Vom1r71
ENSRNOT00000073670	Vom1r71
ENSRNOT00000008357	Vom1r71
ENSRNOT00000074184	Vom1r71
ENSRNOT00000052126	Vom1r71
ENSRNOT00000072267	Vom1r78
ENSRNOT00000044351	Vom1r77
ENSRNOT00000074905	Vom1r80
ENSRNOT00000044913	Vom1r81
ENSRNOT00000040059	Vom1r82
ENSRNOT00000040980	Vom1r84
ENSRNOT00000050154	Vom1r85
ENSRNOT00000073366	Vom1r74
ENSRNOT00000040992	Vom1r75
ENSRNOT00000072219	Vom1r86
ENSRNOT00000040163	Vom1r88
ENSRNOT00000008885	Vopp1
ENSRNOT00000008948	Lancl2
ENSRNOT00000008973	Pigy
ENSRNOT00000058626	Herc6
ENSRNOT00000009202	Ppm1k
ENSRNOT00000009546	Abcg2
ENSRNOT00000010241	Herc3
ENSRNOT00000010263	Nap1l5
ENSRNOT00000010898	Fam13a
ENSRNOT00000058581	Tigd2
ENSRNOT00000039316	Gprin3
ENSRNOT00000039247	Snca
ENSRNOT00000042485	Snca
ENSRNOT00000030320	Mmrn1
ENSRNOT00000043827	Ccser1
ENSRNOT00000049438	RGD1560584
ENSRNOT00000064696	Grid2
ENSRNOT00000008358	Atoh1
ENSRNOT00000008585	Smarcad1
ENSRNOT00000008826	Hpgds
ENSRNOT00000008947	RGD1560028
ENSRNOT00000034326	Tnip3
ENSRNOT00000071363	Tnip3
ENSRNOT00000009094	RGD1311080
ENSRNOT00000009569	Prdm5
ENSRNOT00000009675	Prdm5
ENSRNOT00000074542	Prdm5
ENSRNOT00000068400	RSA-14-44
ENSRNOT00000007285	Mad2l1
ENSRNOT00000042169	Vom1r89
ENSRNOT00000075400	Gng12
ENSRNOT00000007698	Gadd45a
ENSRNOT00000009503	SERBP1
ENSRNOT00000009883	Il12rb2
ENSRNOT00000010151	Il23r
ENSRNOT00000010156	Tacstd2
ENSRNOT00000074175	Igkc
ENSRNOT00000007927	Rpia
ENSRNOT00000008451	Eif2ak3
ENSRNOT00000008473	Tex37
ENSRNOT00000008494	Foxi3
ENSRNOT00000008698	Thnsl2
ENSRNOT00000008840	Fabp1
ENSRNOT00000009184	Smyd1
ENSRNOT00000009327	Krcc1
ENSRNOT00000058186	Gm1070
ENSRNOT00000009392	Cd8b
ENSRNOT00000009515	Cd8a
ENSRNOT00000038912	Rmnd5a
ENSRNOT00000064374	Rnf103
ENSRNOT00000010253	Chmp3
ENSRNOT00000045279	Kdm3a
ENSRNOT00000064772	Reep1
ENSRNOT00000012021	Mrpl35
ENSRNOT00000043199	Immt
ENSRNOT00000012622	Ptcd3
ENSRNOT00000013587	Polr1a
ENSRNOT00000050249	St3gal5
ENSRNOT00000014277	Atoh8
ENSRNOT00000014505	Sftpb
ENSRNOT00000015562	USP39
ENSRNOT00000015807	0610030E20Rik
ENSRNOT00000016002	Tmem150a
ENSRNOT00000016699	Rnf181
ENSRNOT00000016984	Vamp5
ENSRNOT00000017301	Vamp8
ENSRNOT00000017927	Ggcx
ENSRNOT00000018170	Mat2a
ENSRNOT00000018251	Sh2d6
ENSRNOT00000018562	Capg
ENSRNOT00000057989	Elmod3
ENSRNOT00000019571	Retsat
ENSRNOT00000019713	Tgoln2
ENSRNOT00000020005	Tcf7l1
ENSRNOT00000020671	Kcmf1
ENSRNOT00000022846	Tmsb10
ENSRNOT00000041880	Tmsb10
ENSRNOT00000020894	D1HC6
ENSRNOT00000069303	5S_rR1
ENSRNOT00000007624	Suclg1
ENSRNOT00000007636	RGD1562515
ENSRNOT00000073768	Ndufb3l
ENSRNOT00000058389	RGD1561722
ENSRNOT00000073104	FAM50A
ENSRNOT00000007971	Ctnna2
ENSRNOT00000007993	LRRTM1
ENSRNOT00000008212	Reg3b
ENSRNOT00000068166	Reg3d
ENSRNOT00000008468	Reg3a
ENSRNOT00000057869	Reg1a
ENSRNOT00000008665	Reg3g
ENSRNOT00000030588	Lrrtm4
ENSRNOT00000057854	Gm10874
ENSRNOT00000009104	Gcfc2
ENSRNOT00000009308	Mrpl19
ENSRNOT00000009321	Eva1a
ENSRNOT00000007984	Tacr1
ENSRNOT00000067314	Pole4
ENSRNOT00000008813	Hk2
ENSRNOT00000009269	Sema4f
ENSRNOT00000009701	RGD1563842
ENSRNOT00000010020	Dok1
ENSRNOT00000010293	Loxl3
ENSRNOT00000037333	Htra2
ENSRNOT00000010602	Aup1
ENSRNOT00000011002	Dqx1
ENSRNOT00000011029	Tlx2
ENSRNOT00000011173	Pcgf1
ENSRNOT00000011189	Lbx2
ENSRNOT00000035329	Ccdc142
ENSRNOT00000011427	Mrpl53
ENSRNOT00000011521	Mogs
ENSRNOT00000039966	Wbp1
ENSRNOT00000011921	Ino80b
ENSRNOT00000031964	Rtkn
ENSRNOT00000042909	Rtkn
ENSRNOT00000013128	Wdr54
ENSRNOT00000013312	1700003E16Rik
ENSRNOT00000068102	Dctn1
ENSRNOT00000014249	Slc4a5
ENSRNOT00000014603	Mthfd2
ENSRNOT00000064479	Mob1a
ENSRNOT00000031583	Bola3
ENSRNOT00000015296	Tet3
ENSRNOT00000031521	Tet3
ENSRNOT00000031312	Tet3
ENSRNOT00000066678	Dguok
ENSRNOT00000042699	Actg2
ENSRNOT00000014708	Stambp
ENSRNOT00000017643	Clec4f
ENSRNOT00000017691	Cd207
ENSRNOT00000018128	Vax2
ENSRNOT00000018303	Atp6v1b1
ENSRNOT00000033234	Ankrd53
ENSRNOT00000073274	Ankrd53
ENSRNOT00000065847	Tex261
ENSRNOT00000042875	Nagk
ENSRNOT00000019399	Paip2b
ENSRNOT00000019617	Zfp638
ENSRNOT00000064536	Dysf
ENSRNOT00000020505	Cyp26b1
ENSRNOT00000036155	Exoc6b
ENSRNOT00000020749	Spr
ENSRNOT00000020786	Emx1
ENSRNOT00000057537	Sfxn5
ENSRNOT00000020860	Rab11fip5
ENSRNOT00000042360	Rab11fip5
ENSRNOT00000057516	Noto
ENSRNOT00000020909	Smyd5
ENSRNOT00000073135	Pradc1
ENSRNOT00000070988	Pradc1
ENSRNOT00000021030	Cct7
ENSRNOT00000043201	Fbxo41
ENSRNOT00000021097	Egr4
ENSRNOT00000063426	5S_rR1
ENSRNOT00000045735	Alms1
ENSRNOT00000021103	Cml3
ENSRNOT00000021120	Cml5
ENSRNOT00000071447	Cml2
ENSRNOT00000021167	Cml1
ENSRNOT00000074924	Tprkb
ENSRNOT00000021243	Nat8b
ENSRNOT00000057475	Dusp11
ENSRNOT00000021272	Figla
ENSRNOT00000021491	Add2
ENSRNOT00000021211	TPRKB
ENSRNOT00000036247	DUSP11
ENSRNOT00000057441	Tgfa
ENSRNOT00000022014	Fam136a
ENSRNOT00000022367	Snrpg
ENSRNOT00000022532	Pcyox1
ENSRNOT00000023103	Tia1
ENSRNOT00000023654	RGD1306746
ENSRNOT00000023814	RGD1560859
ENSRNOT00000023856	Mxd1
ENSRNOT00000068093	Snrnp27
ENSRNOT00000024414	Gmcl1
ENSRNOT00000024436	Anxa4
ENSRNOT00000043082	Aak1
ENSRNOT00000024884	Nfu1
ENSRNOT00000025070	Gfpt1
ENSRNOT00000011675	Antxr1
ENSRNOT00000012218	Gkn1
ENSRNOT00000067651	Gkn2
ENSRNOT00000057350	Gkn3
ENSRNOT00000012365	Bmp10
ENSRNOT00000012645	Arhgap25
ENSRNOT00000012913	Prokr1
ENSRNOT00000023122	Chchd6
ENSRNOT00000023832	Vom1r90
ENSRNOT00000051171	Vom1r92
ENSRNOT00000023849	Vom1r93
ENSRNOT00000047687	Vom1r94
ENSRNOT00000023860	Vom1r95
ENSRNOT00000048593	Vom1r96
ENSRNOT00000043496	Vom1r97
ENSRNOT00000034492	Vom1r98
ENSRNOT00000074137	Vom1r99
ENSRNOT00000023885	Vom1r100
ENSRNOT00000042796	Vom1r101
ENSRNOT00000041234	Aplf
ENSRNOT00000013274	Efcc1
ENSRNOT00000013282	Gp9
ENSRNOT00000013299	Rab43
ENSRNOT00000013571	Isy1
ENSRNOT00000013884	Cnbp
ENSRNOT00000016137	Copg1
ENSRNOT00000057286	Hmces
ENSRNOT00000033687	H1fx
ENSRNOT00000016432	Rab7a
ENSRNOT00000073429	Rpn1
ENSRNOT00000017240	Gata2
ENSRNOT00000050584	Dnajb8
ENSRNOT00000063950	Eefsec
ENSRNOT00000017323	Eefsec
ENSRNOT00000018339	Ruvbl1
ENSRNOT00000018454	Sec61a1
ENSRNOT00000057264	Kbtbd12
ENSRNOT00000048469	Kbtbd12
ENSRNOT00000019428	Kbtbd12
ENSRNOT00000063645	5S_rR1
ENSRNOT00000029125	Mgll
ENSRNOT00000021445	Abtb1
ENSRNOT00000021826	Podxl2
ENSRNOT00000022231	Mcm2
ENSRNOT00000022534	Tpra1
ENSRNOT00000039058	4933427D06Rik
ENSRNOT00000070162	5S_rR1
ENSRNOT00000022951	RGD1560871
ENSRNOT00000052101	Vom1r105
ENSRNOT00000049591	Vom1r104
ENSRNOT00000030426	BC048671
ENSRNOT00000029915	Chst13
ENSRNOT00000024295	Uroc1
ENSRNOT00000038251	Uroc1
ENSRNOT00000038244	Zxdc
ENSRNOT00000024222	Ccdc37
ENSRNOT00000024011	Klf15
ENSRNOT00000075042	Aldh1l1
ENSRNOT00000073268	Slc41a3
ENSRNOT00000074004	Iqsec1
ENSRNOT00000071259	Iqsec1
ENSRNOT00000073503	Iqsec1
ENSRNOT00000011557	Lsm3
ENSRNOT00000011490	Xpc
ENSRNOT00000010895	Tmem43
ENSRNOT00000038096	Chchd4
ENSRNOT00000070832	Wnt7a
ENSRNOT00000009696	Fbln2
ENSRNOT00000037256	Fbln2
ENSRNOT00000008962	Hdac11
ENSRNOT00000008888	Nup210
ENSRNOT00000049657	Grip2
ENSRNOT00000057098	Grip2
ENSRNOT00000013232	Grip2
ENSRNOT00000012875	Slc6a6
ENSRNOT00000057045	Adamts9
ENSRNOT00000016628	Prickle2
ENSRNOT00000015944	Trh
ENSRNOT00000015602	Zfyve20
ENSRNOT00000014933	Mrps25
ENSRNOT00000014353	Nr2c2
ENSRNOT00000051022	Fgd5
ENSRNOT00000072925	Fgd5
ENSRNOT00000029055	RGD1560289
ENSRNOT00000013498	Ccdc174
ENSRNOT00000070034	5S_rR1
ENSRNOT00000071315	Magi1
ENSRNOT00000037848	Magi1
ENSRNOT00000065705	Slc25a26
ENSRNOT00000017384	Lrig1
ENSRNOT00000072624	Lrig1
ENSRNOT00000017889	Kbtbd8
ENSRNOT00000068274	Suclg2
ENSRNOT00000039549	NPAP60
ENSRNOT00000050382	Fam19a1
ENSRNOT00000067881	Fam19a4
ENSRNOT00000039353	Eogt
ENSRNOT00000065696	Tmf1
ENSRNOT00000008893	Uba3
ENSRNOT00000010185	Arl6ip5
ENSRNOT00000047453	Lmod3
ENSRNOT00000010717	Frmd4b
ENSRNOT00000051121	Mitf
ENSRNOT00000072374	Gm765
ENSRNOT00000013271	Foxp1
ENSRNOT00000013719	Eif4e3
ENSRNOT00000014455	Gpr27
ENSRNOT00000015058	Prok2
ENSRNOT00000015075	Prok2
ENSRNOT00000052326	RGD1560513
ENSRNOT00000065966	RYBP
ENSRNOT00000007185	Rybp
ENSRNOT00000057758	Shq1
ENSRNOT00000034844	Actb
ENSRNOT00000007419	Gxylt2
ENSRNOT00000029115	Ppp4r2
ENSRNOT00000039201	Pdzrn3
ENSRNOT00000008221	Cntn3
ENSRNOT00000051645	Cntn6
ENSRNOT00000007788	Cntn4
ENSRNOT00000008403	Il5ra
ENSRNOT00000008526	Trnt1
ENSRNOT00000008873	Crbn
ENSRNOT00000008879	Lrrn1
ENSRNOT00000008892	Setmar
ENSRNOT00000009008	Sumf1
ENSRNOT00000064025	Itpr1
ENSRNOT00000041130	Itpr1
ENSRNOT00000040255	Itpr1
ENSRNOT00000043646	Itpr1
ENSRNOT00000009563	Bhlhe40
ENSRNOT00000029219	Ccdc83
ENSRNOT00000056570	Grm7
ENSRNOT00000070264	5S_rR1
ENSRNOT00000007523	Lmcd1
ENSRNOT00000007591	Ssuh2
ENSRNOT00000007601	Cav3
ENSRNOT00000007724	Oxtr
ENSRNOT00000066468	Rad18
ENSRNOT00000009066	Srgap3
ENSRNOT00000009464	Thumpd3
ENSRNOT00000066723	Setd5
ENSRNOT00000010347	Lhfpl4
ENSRNOT00000010723	Mtmr14
ENSRNOT00000067396	Cpne9
ENSRNOT00000011246	Brpf1
ENSRNOT00000011352	Ogg1
ENSRNOT00000029728	Camk1
ENSRNOT00000011827	Tada3
ENSRNOT00000011937	Arpc4
ENSRNOT00000012015	Ttll3
ENSRNOT00000068001	Rpusd3
ENSRNOT00000012136	Cidec
ENSRNOT00000012177	Jagn1
ENSRNOT00000056508	Il17re
ENSRNOT00000037788	Il17rc
ENSRNOT00000013052	Creld1
ENSRNOT00000013154	Prrt3
ENSRNOT00000056493	Prrt3
ENSRNOT00000013488	Emc3
ENSRNOT00000033580	Fancd2
ENSRNOT00000013503	Fancd2os
ENSRNOT00000013600	Brk1
ENSRNOT00000013727	Vhl
ENSRNOT00000029819	Irak2
ENSRNOT00000038964	Tatdn2
ENSRNOT00000014103	Ghrl
ENSRNOT00000014377	Sec13
ENSRNOT00000064541	Atp2b2
ENSRNOT00000043476	Atp2b2
ENSRNOT00000044110	Atp2b2
ENSRNOT00000049290	Atp2b2
ENSRNOT00000050928	Atp2b2
ENSRNOT00000067931	Atp2b2
ENSRNOT00000008342	Slc6a11
ENSRNOT00000009705	Slc6a1
ENSRNOT00000009775	Hrh1
ENSRNOT00000067532	Atg7
ENSRNOT00000010338	Vgll4
ENSRNOT00000010397	Tamm41
